gene type,lifespan bin,set similarity,bin similarity,# species in bin,# sequences in bin,similarity diff
CGGBP1,(15-30),0.35053186981222917,0.3554730085305248,136,171,0.004941138718295657
CGGBP1,(30-60),0.35053186981222917,0.3645034492418675,84,114,0.013971579429638337
CGGBP1,(60-100),0.35053186981222917,0.36920277092873066,13,17,0.018670901116501493
CGGBP1,(100-250),0.35053186981222917,0.375,3,6,0.02446813018777083
ALX1,(0-15),0.32517144918041013,0.31503438291387237,93,107,-0.010137066266537764
ALX1,(15-30),0.32517144918041013,0.336361886482859,133,159,0.011190437302448841
ALX1,(30-60),0.32517144918041013,0.3467669622172347,82,106,0.021595513036824554
ALX1,(60-100),0.32517144918041013,0.2992856928704202,13,17,-0.02588575630998996
ALX1,(100-250),0.32517144918041013,0.3745412844036697,3,5,0.04936983522325955
PROX2,(0-15),0.20382600253478064,0.19655462412675928,90,103,-0.007271378408021362
PROX2,(15-30),0.20382600253478064,0.18142046957998664,131,153,-0.022405532954794
PROX2,(30-60),0.20382600253478064,0.22322650313825093,81,105,0.01940050060347029
PROX2,(60-100),0.20382600253478064,0.27270823848363857,13,17,0.06888223594885792
PROX2,(100-250),0.20382600253478064,0.36961920529801323,2,4,0.1657932027632326
CRIP1,(0-15),0.3446636905747491,0.34438344416212824,88,102,-0.0002802464126208659
CRIP1,(15-30),0.3446636905747491,0.3399574823985003,131,159,-0.004706208176248783
CRIP1,(30-60),0.3446636905747491,0.34851656276422305,82,108,0.0038528721894739437
CRIP1,(60-100),0.3446636905747491,0.3567608861726507,13,17,0.012097195597901622
CRIP1,(100-250),0.3446636905747491,0.32002164502164493,2,5,-0.024642045553104175
ZNF184,(0-15),0.25196998301503676,0.25512027534123627,84,96,0.003150292326199511
ZNF184,(15-30),0.25196998301503676,0.25888470284836185,121,144,0.006914719833325089
ZNF184,(30-60),0.25196998301503676,0.2737895185552467,82,105,0.021819535540209933
ZNF184,(60-100),0.25196998301503676,0.24054618793416419,13,17,-0.011423795080872573
ZNF184,(100-250),0.25196998301503676,0.3743905141843971,3,6,0.12242053116936036
DVL2,(0-15),0.24471225103306254,0.22526640608845433,89,204,-0.019445844944608215
DVL2,(15-30),0.24471225103306254,0.24972999761877993,135,322,0.005017746585717381
DVL2,(30-60),0.24471225103306254,0.25755078798253234,82,225,0.012838536949469792
DVL2,(60-100),0.24471225103306254,0.31316353328221996,13,34,0.06845128224915742
DVL2,(100-250),0.24471225103306254,0.3061028079710144,2,10,0.06139055693795187
VGLL1,(0-15),0.22888147850824,0.18940693969472552,81,92,-0.03947453881351448
VGLL1,(15-30),0.22888147850824,0.23849642262822882,133,157,0.00961494411998881
VGLL1,(30-60),0.22888147850824,0.28081361010156053,81,104,0.051932131593320524
VGLL1,(60-100),0.22888147850824,0.30984545640910943,12,16,0.08096397790086943
VGLL1,(100-250),0.22888147850824,0.3126851851851877,3,5,0.08380370667694767
LCORL,(0-15),0.1954501170259625,0.19238664324945526,92,311,-0.0030634737765072306
LCORL,(15-30),0.1954501170259625,0.21340422146586807,136,465,0.017954104439905583
LCORL,(30-60),0.1954501170259625,0.2039556632745924,84,319,0.008505546248629925
LCORL,(60-100),0.1954501170259625,0.17648143360443952,13,50,-0.01896868342152297
LCORL,(100-250),0.1954501170259625,0.21157159334565678,3,18,0.016121476319694295
LMO2,(0-15),0.27972755202219524,0.2674772292085334,89,193,-0.01225032281366184
LMO2,(15-30),0.27972755202219524,0.28563794836776646,134,289,0.005910396345571223
LMO2,(30-60),0.27972755202219524,0.2913812174191198,81,199,0.011653665396924584
LMO2,(60-100),0.27972755202219524,0.3005113080140614,13,32,0.02078375599186616
LMO2,(100-250),0.27972755202219524,0.31285876384995326,3,11,0.03313121182775802
CHRAC1,(0-15),0.3217270042726873,0.31942231667969995,81,94,-0.0023046875929873534
CHRAC1,(15-30),0.3217270042726873,0.32408518283108007,121,144,0.002358178558392765
CHRAC1,(30-60),0.3217270042726873,0.3373227160155599,78,102,0.015595711742872609
CHRAC1,(60-100),0.3217270042726873,0.35079887218045114,12,16,0.029071867907763838
CHRAC1,(100-250),0.3217270042726873,0.3706140350877193,2,4,0.048887030815031984
CUL5,(0-15),0.30797252231240096,0.2706771333202347,91,104,-0.03729538899216628
CUL5,(15-30),0.30797252231240096,0.329242042870962,130,154,0.021269520558561017
CUL5,(30-60),0.30797252231240096,0.3187418943901535,82,108,0.010769372077752526
CUL5,(60-100),0.30797252231240096,0.3453439128816198,13,17,0.03737139056921884
CUL5,(100-250),0.30797252231240096,0.34089310829816416,3,6,0.032920585985763196
JRK,(0-15),0.2792096474477651,0.28189251369515234,76,166,0.002682866247387228
JRK,(15-30),0.2792096474477651,0.28115963373331665,128,289,0.0019499862855515415
JRK,(30-60),0.2792096474477651,0.29806490343673586,79,200,0.018855255988970754
JRK,(60-100),0.2792096474477651,0.2975669556159273,13,34,0.018357308168162167
JRK,(100-250),0.2792096474477651,0.3496919014084507,2,8,0.07048225396068558
PTF1A,(0-15),0.26577119511413705,0.2447086316864028,81,96,-0.021062563427734243
PTF1A,(15-30),0.26577119511413705,0.26353746175684395,114,135,-0.0022337333572930995
PTF1A,(30-60),0.26577119511413705,0.2919973239919568,70,87,0.026226128877819777
PTF1A,(60-100),0.26577119511413705,0.36028237514518,12,16,0.09451118003104297
PTF1A,(100-250),0.26577119511413705,0.3292806484295846,2,4,0.06350945331544755
VENTX,(0-15),0.24092080802941046,0.19633464647279716,22,25,-0.044586161556613296
VENTX,(15-30),0.24092080802941046,0.22105277367926074,65,81,-0.01986803435014972
VENTX,(30-60),0.24092080802941046,0.274223955163986,68,89,0.03330314713457555
VENTX,(60-100),0.24092080802941046,0.28719723805275166,10,13,0.0462764300233412
VENTX,(100-250),0.24092080802941046,0.30921383647799,2,5,0.06829302844857954
TIGD4,(0-15),0.31570628845209364,0.29235971103207437,90,104,-0.023346577420019277
TIGD4,(15-30),0.31570628845209364,0.32269503248672815,135,159,0.006988744034634509
TIGD4,(30-60),0.31570628845209364,0.3360769227518471,82,107,0.020370634299753443
TIGD4,(60-100),0.31570628845209364,0.3589489506740204,13,17,0.04324266222192674
TIGD4,(100-250),0.31570628845209364,0.37438151041666656,3,5,0.05867522196457292
ZNF32,(0-15),0.3465199818790575,0.33872766041165675,84,97,-0.007792321467400776
ZNF32,(15-30),0.3465199818790575,0.3527076299672246,131,155,0.006187648088167075
ZNF32,(30-60),0.3465199818790575,0.3512932140507977,84,109,0.004773232171740194
ZNF32,(60-100),0.3465199818790575,0.3648279824750412,13,17,0.018308000595983698
ZNF32,(100-250),0.3465199818790575,0.28876678876678874,3,6,-0.057753193112268786
TIPARP,(0-15),0.26382910491362244,0.23741715957316128,85,98,-0.02641194534046115
TIPARP,(15-30),0.26382910491362244,0.291301279364298,135,159,0.02747217445067557
TIPARP,(30-60),0.26382910491362244,0.3201571792940477,84,111,0.05632807438042525
TIPARP,(60-100),0.26382910491362244,0.28462289170987615,13,17,0.02079378679625371
TIPARP,(100-250),0.26382910491362244,0.3741544055470996,3,6,0.11032530063347717
DDX1,(0-15),0.18735590094743906,0.17967598304570162,91,663,-0.007679917901737443
DDX1,(15-30),0.18735590094743906,0.18635487091778455,138,1059,-0.001001030029654515
DDX1,(30-60),0.18735590094743906,0.19650501393744899,83,717,0.009149112990009922
DDX1,(60-100),0.18735590094743906,0.20385132864517644,13,115,0.016495427697737375
DDX1,(100-250),0.18735590094743906,0.20951330813172897,3,42,0.022157407184289907
ZBTB32,(0-15),0.2574289925712075,0.23024607531933408,81,94,-0.027182917251873412
ZBTB32,(15-30),0.2574289925712075,0.25890785153993706,135,158,0.0014788589687295683
ZBTB32,(30-60),0.2574289925712075,0.2565359044712679,83,108,-0.0008930880999395985
ZBTB32,(60-100),0.2574289925712075,0.2780905266112367,12,16,0.020661534040029184
ZBTB32,(100-250),0.2574289925712075,0.3741231047748359,3,6,0.11669411220362841
FOXO1,(0-15),0.1796949308531882,0.1705156491371818,61,71,-0.009179281716006377
FOXO1,(15-30),0.1796949308531882,0.18363439198470716,90,103,0.003939461131518968
FOXO1,(30-60),0.1796949308531882,0.19619557393185497,68,86,0.016500643078666777
FOXO1,(60-100),0.1796949308531882,0.26302295199353853,10,12,0.08332802114035034
FOXO1,(100-250),0.1796949308531882,0.2487430869783811,2,4,0.06904815612519291
ZC3H18,(0-15),0.19019834511585304,0.2008651041589715,87,200,0.010666759043118451
ZC3H18,(15-30),0.19019834511585304,0.1962350461223935,132,310,0.006036701006540468
ZC3H18,(30-60),0.19019834511585304,0.21201314273219307,82,212,0.02181479761634003
ZC3H18,(60-100),0.19019834511585304,0.2495385654026737,12,32,0.05934022028682065
ZC3H18,(100-250),0.19019834511585304,0.30766361478467324,2,10,0.1174652696688202
BHLHA15,(0-15),0.2289229175646752,0.22523066243667614,89,102,-0.003692255127999061
BHLHA15,(15-30),0.2289229175646752,0.2451502499545734,117,137,0.016227332389898208
BHLHA15,(30-60),0.2289229175646752,0.2500768435936259,80,104,0.02115392602895072
BHLHA15,(60-100),0.2289229175646752,0.28513485369155506,11,13,0.05621193612687986
BHLHA15,(100-250),0.2289229175646752,0.3651315789473684,1,3,0.13620866138269322
ENY2,(0-15),0.27076600560324326,0.27501897698243966,93,220,0.004252971379196391
ENY2,(15-30),0.27076600560324326,0.27475562592570657,138,351,0.003989620322463305
ENY2,(30-60),0.27076600560324326,0.27907174949233227,82,239,0.008305743889089001
ENY2,(60-100),0.27076600560324326,0.274959016831133,13,35,0.004193011227889731
ENY2,(100-250),0.27076600560324326,0.28413217138707336,3,9,0.013366165783830097
WT1,(0-15),0.17282310445055155,0.15426604306300734,92,635,-0.018557061387544205
WT1,(15-30),0.17282310445055155,0.18868176092447994,136,1002,0.015858656473928395
WT1,(30-60),0.17282310445055155,0.17925554869824345,84,687,0.006432444247691904
WT1,(60-100),0.17282310445055155,0.187459901813135,13,101,0.014636797362583442
WT1,(100-250),0.17282310445055155,0.23807273164521958,3,34,0.06524962719466804
ATF7,(0-15),0.33412765196694416,0.3309802640158136,92,106,-0.0031473879511305647
ATF7,(15-30),0.33412765196694416,0.33551771781288003,134,159,0.0013900658459358728
ATF7,(30-60),0.33412765196694416,0.3376097368739702,84,110,0.0034820849070260618
ATF7,(60-100),0.33412765196694416,0.3323977576567802,13,17,-0.0017298943101639597
ATF7,(100-250),0.33412765196694416,0.3747412008281574,2,4,0.04061354886121321
NOC4L,(0-15),0.29283311143640856,0.2525913284964943,88,104,-0.04024178293991426
NOC4L,(15-30),0.29283311143640856,0.3080912464415991,125,147,0.01525813500519052
NOC4L,(30-60),0.29283311143640856,0.32438227056872215,79,100,0.0315491591323136
NOC4L,(60-100),0.29283311143640856,0.34513427464008806,12,15,0.0523011632036795
NOC4L,(100-250),0.29283311143640856,0.3721737726098191,2,4,0.07934066117341054
TOPORS,(0-15),0.18884230680244413,0.15372635863919343,86,194,-0.0351159481632507
TOPORS,(15-30),0.18884230680244413,0.20785866881444015,120,286,0.019016362011996024
TOPORS,(30-60),0.18884230680244413,0.2060789124395083,84,218,0.017236605637064167
TOPORS,(60-100),0.18884230680244413,0.2524682249378816,12,32,0.0636259181354375
TOPORS,(100-250),0.18884230680244413,0.2893217548332271,3,12,0.10047944803078296
GLI3,(0-15),0.18121758968247195,0.1551851205373514,89,366,-0.026032469145120557
GLI3,(15-30),0.18121758968247195,0.18704381626251287,125,526,0.005826226580040922
GLI3,(30-60),0.18121758968247195,0.18274837719222317,76,374,0.0015307875097512191
GLI3,(60-100),0.18121758968247195,0.1994258880210072,13,64,0.01820829833853524
GLI3,(100-250),0.18121758968247195,0.24169979772616307,1,12,0.060482208043691116
TFAP2B,(0-15),0.35593554632020963,0.34581229119672857,87,99,-0.010123255123481056
TFAP2B,(15-30),0.35593554632020963,0.35797253684082947,131,154,0.0020369905206198413
TFAP2B,(30-60),0.35593554632020963,0.36327151310811595,82,107,0.007335966787906323
TFAP2B,(60-100),0.35593554632020963,0.3675498188405797,12,16,0.011614272520370061
TFAP2B,(100-250),0.35593554632020963,0.3747826086956522,2,5,0.01884706237544259
PABPC1L,(0-15),0.29225073096438325,0.27071379708061644,87,200,-0.021536933883766818
PABPC1L,(15-30),0.29225073096438325,0.30058508957188834,131,316,0.008334358607505088
PABPC1L,(30-60),0.29225073096438325,0.3065872356900418,82,221,0.014336504725658561
PABPC1L,(60-100),0.29225073096438325,0.34856297220998345,12,32,0.05631224124560019
PABPC1L,(100-250),0.29225073096438325,0.36926494345718885,2,10,0.0770142124928056
ZFP1,(0-15),0.13799551178906008,0.1972375636871911,83,224,0.059242051898131004
ZFP1,(15-30),0.13799551178906008,0.12965572837851908,129,549,-0.008339783410541007
ZFP1,(30-60),0.13799551178906008,0.1354649465226731,80,622,-0.0025305652663869804
ZFP1,(60-100),0.13799551178906008,0.2406335761965685,13,44,0.10263806440750842
ZFP1,(100-250),0.13799551178906008,0.20450753206191394,3,19,0.06651202027285386
FOXD1,(0-15),0.20525624431344322,0.1938483892119682,60,70,-0.011407855101475017
FOXD1,(15-30),0.20525624431344322,0.21305352128040875,83,93,0.007797276966965527
FOXD1,(30-60),0.20525624431344322,0.22724408317766576,59,73,0.021987838864222536
FOXD1,(60-100),0.20525624431344322,0.26159368925381254,10,12,0.056337444940369324
FOXD1,(100-250),0.20525624431344322,0.37268041237113403,1,2,0.1674241680576908
ESX1,(0-15),0.16159340698096517,0.13546106617023262,24,29,-0.02613234081073254
ESX1,(15-30),0.16159340698096517,0.1831896964574473,22,26,0.021596289476482122
ESX1,(30-60),0.16159340698096517,0.21939035273085444,29,37,0.05779694574988928
ESX1,(60-100),0.16159340698096517,0.2497881203763544,5,7,0.08819471339538923
ESX1,(100-250),0.16159340698096517,0.3247509578544049,2,5,0.16315755087343972
DNAJB1,(0-15),0.24460115104602972,0.2485352609493037,86,281,0.003934109903273975
DNAJB1,(15-30),0.24460115104602972,0.24959874655673064,135,457,0.0049975955107009196
DNAJB1,(30-60),0.24460115104602972,0.25677126370230735,83,307,0.012170112656277626
DNAJB1,(60-100),0.24460115104602972,0.2890899333589644,13,51,0.044488782312934655
DNAJB1,(100-250),0.24460115104602972,0.3001285563244906,3,17,0.05552740527846087
ZFPL1,(0-15),0.31853179015758465,0.3074710013284128,91,105,-0.01106078882917183
ZFPL1,(15-30),0.31853179015758465,0.32210777660052936,134,159,0.003575986442944712
ZFPL1,(30-60),0.31853179015758465,0.3232230648734071,85,111,0.004691274715822424
ZFPL1,(60-100),0.31853179015758465,0.3459024635495214,13,17,0.027370673391936773
ZFPL1,(100-250),0.31853179015758465,0.37437678062678065,3,6,0.055844990469196
ANKRD49,(0-15),0.32906543644416264,0.3091293364052623,81,95,-0.01993610003890034
ANKRD49,(15-30),0.32906543644416264,0.3217379887806228,132,159,-0.007327447663539821
ANKRD49,(30-60),0.32906543644416264,0.3442219593968698,83,107,0.015156522952707141
ANKRD49,(60-100),0.32906543644416264,0.36117752540346676,11,14,0.03211208895930412
ANKRD49,(100-250),0.32906543644416264,0.37354718735471865,3,6,0.044481750910556006
IRF2BP2,(0-15),0.19332320331232977,0.20051317607776292,65,149,0.00718997276543315
IRF2BP2,(15-30),0.19332320331232977,0.19795323618104635,99,228,0.004630032868716577
IRF2BP2,(30-60),0.19332320331232977,0.22022306473230502,67,160,0.026899861419975246
IRF2BP2,(60-100),0.19332320331232977,0.21079190165094422,9,22,0.017468698338614447
IRF2BP2,(100-250),0.19332320331232977,0.33903434684684686,1,4,0.14571114353451708
ACTR8,(0-15),0.2746083215717869,0.2659873579022095,88,203,-0.008620963669577375
ACTR8,(15-30),0.2746083215717869,0.27594194541905687,134,315,0.0013336238472699824
ACTR8,(30-60),0.2746083215717869,0.2799751801726354,83,218,0.005366858600848512
ACTR8,(60-100),0.2746083215717869,0.2900050062274335,13,34,0.015396684655646642
ACTR8,(100-250),0.2746083215717869,0.298878205128205,2,10,0.024269883556418126
ZNF331,(0-15),0.14149637330605516,0.15959191767110903,51,77,0.018095544365053867
ZNF331,(15-30),0.14149637330605516,0.14480655510337756,122,276,0.003310181797322398
ZNF331,(30-60),0.14149637330605516,0.15215446026547583,80,286,0.010658086959420665
ZNF331,(60-100),0.14149637330605516,0.27280715847198045,13,21,0.1313107851659253
ZNF331,(100-250),0.14149637330605516,0.27458206686930153,3,7,0.13308569356324637
PCBP4,(0-15),0.28756145696234353,0.29367594667398406,91,310,0.006114489711640525
PCBP4,(15-30),0.28756145696234353,0.29621776078666323,138,483,0.0086563038243197
PCBP4,(30-60),0.28756145696234353,0.2854790812047686,82,313,-0.002082375757574917
PCBP4,(60-100),0.28756145696234353,0.2734275500908512,13,48,-0.014133906871492352
PCBP4,(100-250),0.28756145696234353,0.3184405940594059,3,16,0.03087913709706236
MYOCD,(0-15),0.21315390501285586,0.18170202493576526,88,201,-0.0314518800770906
MYOCD,(15-30),0.21315390501285586,0.23212135468913428,126,293,0.01896744967627842
MYOCD,(30-60),0.21315390501285586,0.2312385301446157,78,200,0.018084625131759846
MYOCD,(60-100),0.21315390501285586,0.27486924623236525,12,32,0.06171534121950939
MYOCD,(100-250),0.21315390501285586,0.32072426319140235,2,10,0.10757035817854649
CBFB,(0-15),0.3523674575973619,0.3460515571472962,84,194,-0.006315900450065692
CBFB,(15-30),0.3523674575973619,0.35501861082658376,126,292,0.002651153229221881
CBFB,(30-60),0.3523674575973619,0.35923410014789964,72,190,0.00686664255053776
CBFB,(60-100),0.3523674575973619,0.3598220058769704,11,28,0.007454548279608508
CBFB,(100-250),0.3523674575973619,0.3660873440285205,2,10,0.013719886431158623
ZNF385A,(0-15),0.23099374500783137,0.23245732964391816,88,306,0.0014635846360867844
ZNF385A,(15-30),0.23099374500783137,0.23899124986882028,122,432,0.007997504860988908
ZNF385A,(30-60),0.23099374500783137,0.23200492715594837,83,317,0.0010111821481169903
ZNF385A,(60-100),0.23099374500783137,0.2264821543259317,13,51,-0.004511590681899685
ZNF385A,(100-250),0.23099374500783137,0.26385309278350516,2,15,0.032859347775673786
GTF3C1,(0-15),0.17250255250678406,0.17942830936418624,89,204,0.006925756857402182
GTF3C1,(15-30),0.17250255250678406,0.18069335990363472,130,308,0.008190807396850658
GTF3C1,(30-60),0.17250255250678406,0.19355260361013538,78,199,0.021050051103351314
GTF3C1,(60-100),0.17250255250678406,0.2624577246975894,13,33,0.08995517219080532
GTF3C1,(100-250),0.17250255250678406,0.3607769063180809,3,10,0.18827435381129684
FEZF2,(0-15),0.24158406547089556,0.25767787640657935,87,100,0.016093810935683794
FEZF2,(15-30),0.24158406547089556,0.23406449722859263,129,150,-0.007519568242302932
FEZF2,(30-60),0.24158406547089556,0.23285767725113765,80,103,-0.008726388219757908
FEZF2,(60-100),0.24158406547089556,0.23979795306272103,12,16,-0.0017861124081745283
FEZF2,(100-250),0.24158406547089556,0.27508771929824255,2,5,0.03350365382734699
ZNF567,(0-15),0.14134668556635693,0.17271565666488492,75,391,0.03136897109852799
ZNF567,(15-30),0.14134668556635693,0.14660411108363428,126,1230,0.005257425517277342
ZNF567,(30-60),0.14134668556635693,0.12690532723436213,83,1163,-0.014441358331994808
ZNF567,(60-100),0.14134668556635693,0.24813065354113018,13,77,0.10678396797477324
ZNF567,(100-250),0.14134668556635693,0.2639751262187652,3,27,0.12262844065240824
ZNF865,(0-15),0.1972611403315193,0.19193538365374455,70,81,-0.005325756677774768
ZNF865,(15-30),0.1972611403315193,0.2028336329524658,85,99,0.005572492620946473
ZNF865,(30-60),0.1972611403315193,0.2198408985688688,64,79,0.02257975823734948
ZNF865,(60-100),0.1972611403315193,0.23469261744238232,11,14,0.037431477110863004
ZNF865,(100-250),0.1972611403315193,0.36968417761100686,1,3,0.17242303727948755
USF3,(0-15),0.2353884482146727,0.23261574284918965,92,199,-0.002772705365483047
USF3,(15-30),0.2353884482146727,0.24168674234311954,136,308,0.006298294128446846
USF3,(30-60),0.2353884482146727,0.2610992609729749,84,215,0.025710812758302226
USF3,(60-100),0.2353884482146727,0.28306196861353505,12,31,0.04767352039886236
USF3,(100-250),0.2353884482146727,0.37137627386959554,3,12,0.13598782565492284
ZNF426,(0-15),0.09537015305844797,0.09489708378116778,59,347,-0.00047306927728019144
ZNF426,(15-30),0.09537015305844797,0.09977123486025315,76,967,0.004401081801805179
ZNF426,(30-60),0.09537015305844797,0.09209679613353089,50,1342,-0.0032733569249170785
ZNF426,(60-100),0.09537015305844797,0.1313434165416536,6,18,0.035973263483205634
PRDM11,(0-15),0.32625009963791524,0.31636691463628774,90,202,-0.009883185001627492
